epoch,total time,train loss,lr,val loss
0,0,0.6324967741966248,0.001,0.692259281873703
1,0,0.5561299100518227,0.001,0.7178278267383575
2,0,0.5101922452449799,0.001,0.7992918789386749
3,0,0.45598842948675156,0.001,0.9166216552257538
4,0,0.4391370639204979,0.001,0.848747044801712
5,0,0.4536075182259083,0.001,0.5442435443401337
6,0,0.464825127273798,0.001,0.4472349137067795
7,0,0.39044633880257607,0.001,0.43811050057411194
8,0,0.3968247100710869,0.001,0.5300717502832413
9,0,0.4226531870663166,0.001,0.3417423963546753
10,0,0.41264908760786057,0.001,0.31569090485572815
11,0,0.4096327871084213,0.001,0.32737620174884796
12,0,0.383811641484499,0.001,0.47092175483703613
13,0,0.46345071122050285,0.001,0.40572915971279144
14,0,0.411420289427042,0.001,0.36258552968502045
15,0,0.3857126720249653,0.001,0.48697102069854736
16,0,0.4146053269505501,0.001,0.3259066790342331
17,0,0.3506419509649277,0.001,0.3990274518728256
18,0,0.4116247780621052,0.001,0.3086855560541153
19,0,0.40637292340397835,0.001,0.3714813143014908
20,0,0.34350816160440445,0.001,0.32057273387908936
21,0,0.34358789771795273,0.001,0.3138904869556427
22,0,0.3661610707640648,0.001,0.36990444362163544
23,0,0.3493890259414911,0.001,0.32211096584796906
24,0,0.4005441218614578,0.001,0.2842855155467987
25,0,0.4039422497153282,0.001,0.33190591633319855
26,0,0.3781610503792763,0.001,0.37915632128715515
27,0,0.3939187154173851,0.001,0.3434910625219345
28,0,0.36534370481967926,0.001,0.2844690829515457
29,0,0.37675442174077034,0.001,0.31785184144973755
30,0,0.4255821704864502,0.001,0.26496949046850204
31,0,0.3700253274291754,0.001,0.3549210727214813
32,0,0.39105477184057236,0.001,0.3332083970308304
33,0,0.3499351739883423,0.001,0.4308023750782013
34,0,0.3855006955564022,0.001,0.3002365455031395
35,0,0.36935996264219284,0.001,0.3009030222892761
36,0,0.3340986967086792,0.001,0.30891261249780655
37,0,0.42616477608680725,0.001,0.2796942740678787
38,0,0.38360512256622314,0.001,0.27962450683116913
39,0,0.36497316136956215,0.001,0.4098547399044037
40,0,0.34153000079095364,0.001,0.30503542721271515
41,0,0.3915999159216881,0.001,0.3679793179035187
42,0,0.33254989236593246,0.00015,0.48518140614032745
43,0,0.4006570428609848,0.00015,0.3125891610980034
44,0,0.36699631065130234,0.00015,0.30335234105587006
45,0,0.37042467668652534,0.00015,0.36074331402778625
46,0,0.3380424901843071,0.00015,0.3871089667081833
47,0,0.34023909270763397,0.00015,0.29945842921733856
48,0,0.3241727314889431,0.00015,0.33018337190151215
49,0,0.3956335298717022,0.00015,0.3433787673711777
50,0,0.32477114349603653,0.00015,0.2777673006057739
51,0,0.37959272786974907,0.00015,0.26869476586580276
52,0,0.3406589422374964,0.00015,0.3013404980301857
53,0,0.3677760027348995,2.2499999999999998e-05,0.2935972362756729
54,0,0.36563069000840187,2.2499999999999998e-05,0.2554398775100708
55,0,0.33353077806532383,2.2499999999999998e-05,0.2463860958814621
56,0,0.33075619488954544,2.2499999999999998e-05,0.3097698464989662
57,0,0.43700576946139336,2.2499999999999998e-05,0.3211193084716797
58,0,0.323619881644845,2.2499999999999998e-05,0.33474190533161163
59,0,0.3702021911740303,2.2499999999999998e-05,0.32979123294353485
60,0,0.34655019640922546,2.2499999999999998e-05,0.37410561740398407
61,0,0.3675101771950722,2.2499999999999998e-05,0.3470389395952225
62,0,0.3698779158294201,2.2499999999999998e-05,0.35371632874011993
63,0,0.325742244720459,2.2499999999999998e-05,0.2525307908654213
64,0,0.3637646399438381,2.2499999999999998e-05,0.3702727407217026
65,0,0.41635478287935257,2.2499999999999998e-05,0.27613208442926407
66,0,0.3313259370625019,2.2499999999999998e-05,0.3035508394241333
67,0,0.34521134942770004,3.3749999999999995e-06,0.30351297557353973
68,0,0.363895358517766,3.3749999999999995e-06,0.29047511518001556
69,0,0.3892386071383953,3.3749999999999995e-06,0.28083309531211853
70,0,0.3302380871027708,3.3749999999999995e-06,0.29308705031871796
71,0,0.35592928156256676,3.3749999999999995e-06,0.30753759294748306
72,0,0.3640231005847454,3.3749999999999995e-06,0.3042038828134537
73,0,0.33760999143123627,3.3749999999999995e-06,0.3141469210386276
74,0,0.3677594531327486,3.3749999999999995e-06,0.3149472773075104
75,0,0.3463906813412905,3.3749999999999995e-06,0.3100075125694275
76,0,0.358272273093462,3.3749999999999995e-06,0.2876027524471283
77,0,0.361470352858305,3.3749999999999995e-06,0.2649699077010155
78,0,0.3622773624956608,5.062499999999999e-07,0.2543121427297592
79,0,0.3141973540186882,5.062499999999999e-07,0.31226567924022675
80,0,0.378318477421999,5.062499999999999e-07,0.35364824533462524
81,0,0.38879067450761795,5.062499999999999e-07,0.3820691853761673
82,0,0.3575597144663334,5.062499999999999e-07,0.275564968585968
83,0,0.385092593729496,5.062499999999999e-07,0.2914941608905792
84,0,0.3656312916427851,5.062499999999999e-07,0.4337102174758911
85,0,0.3444567173719406,5.062499999999999e-07,0.28189516067504883
86,0,0.3490762636065483,5.062499999999999e-07,0.23865845799446106
87,0,0.3765651807188988,5.062499999999999e-07,0.3104216158390045
88,0,0.377918004989624,5.062499999999999e-07,0.3380800485610962
89,0,0.3811665363609791,5.062499999999999e-07,0.3728470653295517
90,0,0.3383434060961008,5.062499999999999e-07,0.24557017534971237
91,0,0.35291026160120964,5.062499999999999e-07,0.25456802546977997
92,0,0.4637405686080456,5.062499999999999e-07,0.2819719538092613
93,0,0.43254290148615837,5.062499999999999e-07,0.3087495416402817
94,0,0.36987703666090965,5.062499999999999e-07,0.26407571136951447
95,0,0.3682885020971298,5.062499999999999e-07,0.2860022410750389
